CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
315494,NA,1,2025,286083.4
315494,NA,1,2025,286083.4
315494,NA,1,2025,655476.56
315494,NA,1,2025,515.96
315494,NA,1,2025,515.96
315494,NA,1,2025,110.25
315494,NA,1,2025,110.25
315494,NA,1,2025,115.0
315494,NA,1,2025,21876.95
315494,NA,1,2025,22219.34
315494,NA,1,2025,495982.28
315494,NA,1,2025,495982.28
315494,NA,1,2025,230.0
315494,NA,1,2025,230.0
315494,NA,1,2025,27306.85
315494,NA,1,2025,27663.97
315494,NA,1,2025,123675.32
315494,NA,1,2025,3513038.93
315494,NA,1,2025,579094.72
315494,NA,1,2025,579094.72
315494,NA,1,2025,579094.72
315494,NA,1,2025,579094.72
315494,NA,1,2025,579094.72
315494,NA,1,2025,2281930.47
315494,NA,1,2025,2281930.47
315494,NA,1,2025,2281930.47
315494,NA,1,2025,211.43
315494,NA,1,2025,211.43
315494,NA,1,2025,877716.69
315494,NA,1,2025,877716.69
315494,NA,1,2025,6.3
315494,NA,1,2025,6.3
315494,NA,1,2025,44744.94
315494,NA,1,2025,44744.94
315494,NA,1,2025,1359251.11
315494,NA,1,2025,1359251.11
315494,NA,1,2025,27057.99
315494,NA,1,2025,27057.99
315494,NA,1,2025,27057.99
315494,NA,1,2025,27057.99
315494,NA,1,2025,27057.99
315796,NA,1,2025,105321086.75
315796,NA,1,2025,55858874.14
315796,NA,1,2025,55858874.14
315796,NA,1,2025,57715074.58
315796,NA,1,2025,97297.71
315796,NA,1,2025,107334.65
315796,NA,1,2025,10676423.76
315796,NA,1,2025,12850381.36
315796,NA,1,2025,104160.29
315796,NA,1,2025,110913.78
315796,NA,1,2025,4932302.13
315796,NA,1,2025,5810653.48
315796,NA,1,2025,9343918.73
315796,NA,1,2025,11694320.92
315796,NA,1,2025,30095.59
315796,NA,1,2025,43832.38
315796,NA,1,2025,5333825.76
315796,NA,1,2025,6914009.64
315796,NA,1,2025,54086.79
315796,NA,1,2025,66856.01
315796,NA,1,2025,2169011.57
315796,NA,1,2025,3030710.09
315796,NA,1,2025,4233030.04
315796,NA,1,2025,5647937.15
315796,NA,1,2025,155938.03
315796,NA,1,2025,175878.25
315796,NA,1,2025,9978626.1
315796,NA,1,2025,11119272.8
315796,NA,1,2025,152632.21
315796,NA,1,2025,172301.4
315796,NA,1,2025,3436280.99
315796,NA,1,2025,3837758.86
315796,NA,1,2025,7017444.88
315796,NA,1,2025,7923134.37
317144,NA,1,2025,630464217.6
317144,NA,1,2025,281646263.32
317144,NA,1,2025,281646263.32
317144,NA,1,2025,281119999.32
317144,NA,1,2025,4467701.53
317144,NA,1,2025,4491189.36
317144,NA,1,2025,57362328.0
317144,NA,1,2025,57552643.2
317144,NA,1,2025,205414.98
317144,NA,1,2025,207001.29
317144,NA,1,2025,33790895.23
317144,NA,1,2025,33926639.44
317144,NA,1,2025,3920200.53
317144,NA,1,2025,3924013.8
317144,NA,1,2025,47455950.18
317144,NA,1,2025,47607389.71
317144,NA,1,2025,7283060.96
317144,NA,1,2025,7489309.48
317144,NA,1,2025,564.0
317144,NA,1,2025,60287592.22
317144,NA,1,2025,73832050.99
317144,NA,1,2025,581507.81
317144,NA,1,2025,143711.96
317144,NA,1,2025,147876.79
317144,NA,1,2025,36912721.32
317144,NA,1,2025,39625791.48
317144,NA,1,2025,99607.75
317144,NA,1,2025,238201.05
317144,NA,1,2025,273283.27
317144,NA,1,2025,29052221.36
317144,NA,1,2025,43087422.82
317144,NA,1,2025,40456.33
317144,NA,1,2025,526264.0
317144,NA,1,2025,1003.11
317144,NA,1,2025,1003.11
317144,NA,1,2025,160577.16
317144,NA,1,2025,160577.16
317144,NA,1,2025,364683.73
317144,NA,1,2025,71334751.73
317144,NA,1,2025,9902.04
317144,NA,1,2025,9297.68
